Registration_number,Current_Semester
ciit/fa21-bse-3454/isb,Semester 2
ciit/fa21-bse-3472/isb,Semester 2
ciit/fa21-bse-351/isb,Semester 2
ciit/fa21-bse-3548/isb,Semester 2
ciit/fa21-bse-3581/isb,Semester 1
ciit/fa21-bse-3589/isb,Semester 2
ciit/fa21-bse-3606/isb,Semester 1
ciit/fa21-bse-3667/isb,Semester 2
ciit/fa21-bse-3674/isb,Semester 2
ciit/fa21-bse-3676/isb,Semester 2
ciit/fa21-bse-3705/isb,Semester 2
ciit/fa21-bse-3725/isb,Semester 1
ciit/fa21-bse-3735/isb,Semester 2
ciit/fa21-bse-38/isb,Semester 2
ciit/fa21-bse-382/isb,Semester 2
ciit/fa21-bse-439/isb,Semester 2
ciit/fa21-bse-447/isb,Semester 1
ciit/fa21-bse-459/isb,Semester 2
ciit/fa21-bse-488/isb,Semester 2
ciit/fa21-bse-500/isb,Semester 2
ciit/fa21-bse-509/isb,Semester 2
ciit/fa21-bse-525/isb,Semester 2
ciit/fa21-bse-545/isb,Semester 1
ciit/fa21-bse-615/isb,Semester 2
ciit/fa21-bse-623/isb,Semester 2
ciit/fa21-bse-632/isb,Semester 1
ciit/fa21-bse-64/isb,Semester 2
ciit/fa21-bse-724/isb,Semester 2
ciit/fa21-bse-830/isb,Semester 2
ciit/fa21-bse-857/isb,Semester 2
ciit/fa21-bse-905/isb,Semester 2
ciit/fa21-bse-933/isb,Semester 1
ciit/fa21-bse-959/isb,Semester 2
ciit/sp15-bcs-1012/isb,Semester 8
ciit/sp15-bcs-1028/isb,Semester 8
ciit/sp15-bcs-1034/isb,Semester 8
ciit/sp15-bcs-1061/isb,Semester 8
ciit/sp15-bcs-108/isb,Semester 10
ciit/sp15-bcs-1082/isb,Semester 8
ciit/sp15-bcs-1091/isb,Semester 6
ciit/sp15-bcs-1102/isb,Semester 8
ciit/sp15-bcs-1113/isb,Semester 8
ciit/sp15-bcs-1114/isb,Semester 8
ciit/sp15-bcs-1117/isb,Semester 8
ciit/sp15-bcs-1143/isb,Semester 8
ciit/sp15-bcs-1187/isb,Semester 8
ciit/sp15-bcs-1321/isb,Semester 8
ciit/sp15-bcs-1348/isb,Semester 10
ciit/sp15-bcs-1391/isb,Semester 11
ciit/sp15-bcs-14/isb,Semester 8
ciit/sp15-bcs-1452/isb,Semester 8
ciit/sp15-bcs-1464/isb,Semester 8
ciit/sp15-bcs-1504/isb,Semester 8
ciit/sp15-bcs-1597/isb,Semester 8
ciit/sp15-bcs-1598/isb,Semester 3
ciit/sp15-bcs-1646/isb,Semester 1
ciit/sp15-bcs-1648/isb,Semester 1
ciit/sp15-bcs-1682/isb,Semester 8
ciit/sp15-bcs-1687/isb,Semester 1
ciit/sp15-bcs-1733/isb,Semester 8
ciit/sp15-bcs-1810/isb,Semester 10
ciit/sp15-bcs-1849/isb,Semester 8
ciit/sp15-bcs-186/isb,Semester 8
ciit/sp15-bcs-1868/isb,Semester 8
ciit/sp15-bcs-1940/isb,Semester 8
ciit/sp15-bcs-1941/isb,Semester 8
ciit/sp15-bcs-1958/isb,Semester 9
ciit/sp15-bcs-2011/isb,Semester 10
ciit/sp15-bcs-2053/isb,Semester 8
ciit/sp15-bcs-2054/isb,Semester 8
ciit/sp15-bcs-2118/isb,Semester 8
ciit/sp15-bcs-2136/isb,Semester 8
ciit/sp15-bcs-2199/isb,Semester 8
ciit/sp15-bcs-2225/isb,Semester 3
ciit/sp15-bcs-223/isb,Semester 8
ciit/sp15-bcs-2260/isb,Semester 1
ciit/sp15-bcs-2268/isb,Semester 8
ciit/sp15-bcs-2293/isb,Semester 8
ciit/sp15-bcs-233/isb,Semester 8
ciit/sp15-bcs-2337/isb,Semester 11
ciit/sp15-bcs-2356/isb,Semester 8
ciit/sp15-bcs-2380/isb,Semester 8
ciit/sp15-bcs-2387/isb,Semester 6
ciit/sp15-bcs-2409/isb,Semester 10
ciit/sp15-bcs-2413/isb,Semester 3
ciit/sp15-bcs-2435/isb,Semester 3
ciit/sp15-bcs-2441/isb,Semester 8
ciit/sp15-bcs-2458/isb,Semester 8
ciit/sp15-bcs-2495/isb,Semester 1
ciit/sp15-bcs-2529/isb,Semester 8
ciit/sp15-bcs-2544/isb,Semester 9
ciit/sp15-bcs-2587/isb,Semester 2
ciit/sp15-bcs-2597/isb,Semester 8
ciit/sp15-bcs-260/isb,Semester 9
ciit/sp15-bcs-2632/isb,Semester 8
ciit/sp15-bcs-2637/isb,Semester 2
ciit/sp15-bcs-2664/isb,Semester 8
ciit/sp15-bcs-2729/isb,Semester 8
ciit/sp15-bcs-2777/isb,Semester 8
ciit/sp15-bcs-2792/isb,Semester 8
ciit/sp15-bcs-2798/isb,Semester 8
ciit/sp15-bcs-2826/isb,Semester 8
ciit/sp15-bcs-2828/isb,Semester 2
ciit/sp15-bcs-2850/isb,Semester 12
ciit/sp15-bcs-2878/isb,Semester 8
ciit/sp15-bcs-2901/isb,Semester 1
ciit/sp15-bcs-2992/isb,Semester 10
ciit/sp15-bcs-3016/isb,Semester 1
ciit/sp15-bcs-3132/isb,Semester 8
ciit/sp15-bcs-3139/isb,Semester 2
ciit/sp15-bcs-3140/isb,Semester 8
ciit/sp15-bcs-3179/isb,Semester 8
ciit/sp15-bcs-3225/isb,Semester 8
ciit/sp15-bcs-3231/isb,Semester 11
ciit/sp15-bcs-3265/isb,Semester 8
ciit/sp15-bcs-3308/isb,Semester 1
ciit/sp15-bcs-3364/isb,Semester 8
ciit/sp15-bcs-337/isb,Semester 12
ciit/sp15-bcs-3378/isb,Semester 1
ciit/sp15-bcs-3393/isb,Semester 9
ciit/sp15-bcs-340/isb,Semester 8
ciit/sp15-bcs-3490/isb,Semester 8
ciit/sp15-bcs-3509/isb,Semester 8
ciit/sp15-bcs-3572/isb,Semester 8
ciit/sp15-bcs-3579/isb,Semester 8
ciit/sp15-bcs-3617/isb,Semester 11
ciit/sp15-bcs-365/isb,Semester 3
ciit/sp15-bcs-3661/isb,Semester 8
ciit/sp15-bcs-3672/isb,Semester 9
ciit/sp15-bcs-432/isb,Semester 8
ciit/sp15-bcs-438/isb,Semester 8
ciit/sp15-bcs-466/isb,Semester 8
ciit/sp15-bcs-507/isb,Semester 2
ciit/sp15-bcs-508/isb,Semester 8
ciit/sp15-bcs-552/isb,Semester 12
ciit/sp15-bcs-555/isb,Semester 9
ciit/sp15-bcs-589/isb,Semester 8
ciit/sp15-bcs-609/isb,Semester 8
ciit/sp15-bcs-65/isb,Semester 8
ciit/sp15-bcs-728/isb,Semester 8
ciit/sp15-bcs-729/isb,Semester 8
ciit/sp15-bcs-757/isb,Semester 1
ciit/sp15-bcs-819/isb,Semester 8
ciit/sp15-bcs-826/isb,Semester 8
ciit/sp15-bcs-828/isb,Semester 8
ciit/sp15-bcs-829/isb,Semester 1
ciit/sp15-bcs-879/isb,Semester 3
ciit/sp15-bcs-884/isb,Semester 1
ciit/sp15-bcs-887/isb,Semester 9
ciit/sp15-bcs-902/isb,Semester 10
ciit/sp15-bse-1023/isb,Semester 1
ciit/sp15-bse-1055/isb,Semester 2
ciit/sp15-bse-1066/isb,Semester 8
ciit/sp15-bse-1086/isb,Semester 8
ciit/sp15-bse-1101/isb,Semester 8
ciit/sp15-bse-1132/isb,Semester 8
ciit/sp15-bse-1148/isb,Semester 3
ciit/sp15-bse-124/isb,Semester 1
ciit/sp15-bse-1258/isb,Semester 9
ciit/sp15-bse-1278/isb,Semester 8
ciit/sp15-bse-1298/isb,Semester 9
ciit/sp15-bse-130/isb,Semester 2
ciit/sp15-bse-1323/isb,Semester 9
ciit/sp15-bse-1387/isb,Semester 8
ciit/sp15-bse-1398/isb,Semester 8
ciit/sp15-bse-1401/isb,Semester 8
ciit/sp15-bse-141/isb,Semester 8
ciit/sp15-bse-1414/isb,Semester 8
ciit/sp15-bse-1440/isb,Semester 8
ciit/sp15-bse-149/isb,Semester 9
ciit/sp15-bse-1521/isb,Semester 8
ciit/sp15-bse-1529/isb,Semester 11
ciit/sp15-bse-1535/isb,Semester 9
ciit/sp15-bse-1560/isb,Semester 9
ciit/sp15-bse-1574/isb,Semester 8
ciit/sp15-bse-1579/isb,Semester 8
ciit/sp15-bse-1673/isb,Semester 8
ciit/sp15-bse-1684/isb,Semester 3
ciit/sp15-bse-169/isb,Semester 8
ciit/sp15-bse-1691/isb,Semester 8
ciit/sp15-bse-1739/isb,Semester 8
ciit/sp15-bse-1777/isb,Semester 8
ciit/sp15-bse-1785/isb,Semester 9
ciit/sp15-bse-1802/isb,Semester 8
ciit/sp15-bse-1837/isb,Semester 8
ciit/sp15-bse-1887/isb,Semester 8
ciit/sp15-bse-1924/isb,Semester 8
ciit/sp15-bse-1935/isb,Semester 9
ciit/sp15-bse-1939/isb,Semester 8
ciit/sp15-bse-1946/isb,Semester 8
ciit/sp15-bse-1984/isb,Semester 9
ciit/sp15-bse-2024/isb,Semester 8
ciit/sp15-bse-2025/isb,Semester 1
ciit/sp15-bse-2080/isb,Semester 9
ciit/sp15-bse-2144/isb,Semester 8
ciit/sp15-bse-2146/isb,Semester 1
ciit/sp15-bse-2162/isb,Semester 8
ciit/sp15-bse-2248/isb,Semester 8
ciit/sp15-bse-2267/isb,Semester 9
ciit/sp15-bse-229/isb,Semester 8
ciit/sp15-bse-2316/isb,Semester 8
ciit/sp15-bse-2320/isb,Semester 8
ciit/sp15-bse-2322/isb,Semester 8
ciit/sp15-bse-2346/isb,Semester 1
ciit/sp15-bse-2357/isb,Semester 8
ciit/sp15-bse-237/isb,Semester 10
ciit/sp15-bse-2412/isb,Semester 8
ciit/sp15-bse-248/isb,Semester 2
ciit/sp15-bse-2532/isb,Semester 9
ciit/sp15-bse-2556/isb,Semester 8
ciit/sp15-bse-2600/isb,Semester 8
ciit/sp15-bse-2633/isb,Semester 2
ciit/sp15-bse-2634/isb,Semester 8
ciit/sp15-bse-267/isb,Semester 8
ciit/sp15-bse-270/isb,Semester 8
ciit/sp15-bse-2730/isb,Semester 8
ciit/sp15-bse-2748/isb,Semester 10
ciit/sp15-bse-2760/isb,Semester 1
ciit/sp15-bse-2806/isb,Semester 8
ciit/sp15-bse-2832/isb,Semester 8
ciit/sp15-bse-2883/isb,Semester 8
ciit/sp15-bse-2919/isb,Semester 1
ciit/sp15-bse-2938/isb,Semester 8
ciit/sp15-bse-30/isb,Semester 9
ciit/sp15-bse-309/isb,Semester 8
ciit/sp15-bse-3118/isb,Semester 8
ciit/sp15-bse-3142/isb,Semester 2
ciit/sp15-bse-3171/isb,Semester 8
ciit/sp15-bse-3172/isb,Semester 8
ciit/sp15-bse-3207/isb,Semester 2
ciit/sp15-bse-324/isb,Semester 8
ciit/sp15-bse-3252/isb,Semester 8
ciit/sp15-bse-3347/isb,Semester 8
ciit/sp15-bse-3365/isb,Semester 8
ciit/sp15-bse-3421/isb,Semester 8
ciit/sp15-bse-3424/isb,Semester 2
ciit/sp15-bse-3428/isb,Semester 9
ciit/sp15-bse-3433/isb,Semester 1
ciit/sp15-bse-3452/isb,Semester 8
ciit/sp15-bse-3456/isb,Semester 8
ciit/sp15-bse-3530/isb,Semester 1
ciit/sp15-bse-3600/isb,Semester 9
ciit/sp15-bse-3651/isb,Semester 11
ciit/sp15-bse-368/isb,Semester 1
ciit/sp15-bse-3682/isb,Semester 8
ciit/sp15-bse-379/isb,Semester 8
ciit/sp15-bse-397/isb,Semester 8
ciit/sp15-bse-430/isb,Semester 8
ciit/sp15-bse-454/isb,Semester 8
ciit/sp15-bse-460/isb,Semester 1
ciit/sp15-bse-511/isb,Semester 8
ciit/sp15-bse-528/isb,Semester 8
ciit/sp15-bse-534/isb,Semester 8
ciit/sp15-bse-653/isb,Semester 8
ciit/sp15-bse-673/isb,Semester 8
ciit/sp15-bse-719/isb,Semester 9
ciit/sp15-bse-733/isb,Semester 8
ciit/sp15-bse-752/isb,Semester 8
ciit/sp15-bse-781/isb,Semester 8
ciit/sp15-bse-803/isb,Semester 12
ciit/sp15-bse-837/isb,Semester 8
ciit/sp15-bse-921/isb,Semester 8
ciit/sp15-bse-929/isb,Semester 9
ciit/sp15-bse-932/isb,Semester 9
ciit/sp15-bse-954/isb,Semester 8
ciit/sp15-bse-982/isb,Semester 8
ciit/sp16-bcs-1057/isb,Semester 8
ciit/sp16-bcs-1068/isb,Semester 8
ciit/sp16-bcs-1073/isb,Semester 8
ciit/sp16-bcs-1118/isb,Semester 8
ciit/sp16-bcs-1138/isb,Semester 3
ciit/sp16-bcs-1160/isb,Semester 8
ciit/sp16-bcs-1168/isb,Semester 8
ciit/sp16-bcs-1224/isb,Semester 8
ciit/sp16-bcs-1231/isb,Semester 8
ciit/sp16-bcs-1239/isb,Semester 8
ciit/sp16-bcs-1259/isb,Semester 4
ciit/sp16-bcs-1304/isb,Semester 8
ciit/sp16-bcs-1305/isb,Semester 8
ciit/sp16-bcs-1362/isb,Semester 8
ciit/sp16-bcs-1370/isb,Semester 5
ciit/sp16-bcs-1392/isb,Semester 8
ciit/sp16-bcs-1410/isb,Semester 2
ciit/sp16-bcs-1420/isb,Semester 8
ciit/sp16-bcs-1465/isb,Semester 3
ciit/sp16-bcs-1503/isb,Semester 1
ciit/sp16-bcs-152/isb,Semester 8
ciit/sp16-bcs-1572/isb,Semester 8
ciit/sp16-bcs-1578/isb,Semester 8
ciit/sp16-bcs-1601/isb,Semester 8
ciit/sp16-bcs-1621/isb,Semester 8
ciit/sp16-bcs-164/isb,Semester 10
ciit/sp16-bcs-1642/isb,Semester 9
ciit/sp16-bcs-1656/isb,Semester 9
ciit/sp16-bcs-1664/isb,Semester 8
ciit/sp16-bcs-174/isb,Semester 1
ciit/sp16-bcs-1742/isb,Semester 8
ciit/sp16-bcs-1768/isb,Semester 8
ciit/sp16-bcs-1786/isb,Semester 8
ciit/sp16-bcs-1789/isb,Semester 8
ciit/sp16-bcs-1820/isb,Semester 8
ciit/sp16-bcs-1892/isb,Semester 3
ciit/sp16-bcs-190/isb,Semester 8
ciit/sp16-bcs-196/isb,Semester 1
ciit/sp16-bcs-1962/isb,Semester 5
ciit/sp16-bcs-1997/isb,Semester 8
ciit/sp16-bcs-2005/isb,Semester 1
ciit/sp16-bcs-2031/isb,Semester 1
ciit/sp16-bcs-2046/isb,Semester 12
ciit/sp16-bcs-2135/isb,Semester 8
ciit/sp16-bcs-2145/isb,Semester 8
ciit/sp16-bcs-2166/isb,Semester 11
ciit/sp16-bcs-2186/isb,Semester 8
ciit/sp16-bcs-2192/isb,Semester 8
ciit/sp16-bcs-2233/isb,Semester 8
ciit/sp16-bcs-2285/isb,Semester 8
ciit/sp16-bcs-2340/isb,Semester 8
ciit/sp16-bcs-2348/isb,Semester 8
ciit/sp16-bcs-2395/isb,Semester 8
ciit/sp16-bcs-2398/isb,Semester 8
ciit/sp16-bcs-2419/isb,Semester 8
ciit/sp16-bcs-243/isb,Semester 8
ciit/sp16-bcs-2490/isb,Semester 8
ciit/sp16-bcs-2493/isb,Semester 8
ciit/sp16-bcs-2494/isb,Semester 8
ciit/sp16-bcs-2512/isb,Semester 11
ciit/sp16-bcs-2551/isb,Semester 1
ciit/sp16-bcs-2552/isb,Semester 3
ciit/sp16-bcs-2592/isb,Semester 8
ciit/sp16-bcs-2603/isb,Semester 8
ciit/sp16-bcs-2661/isb,Semester 8
ciit/sp16-bcs-2710/isb,Semester 8
ciit/sp16-bcs-2720/isb,Semester 8
ciit/sp16-bcs-2725/isb,Semester 8
ciit/sp16-bcs-2796/isb,Semester 10
ciit/sp16-bcs-2797/isb,Semester 8
ciit/sp16-bcs-2805/isb,Semester 8
ciit/sp16-bcs-2863/isb,Semester 1
ciit/sp16-bcs-2882/isb,Semester 8
ciit/sp16-bcs-2922/isb,Semester 8
ciit/sp16-bcs-2925/isb,Semester 1
ciit/sp16-bcs-2995/isb,Semester 8
ciit/sp16-bcs-3012/isb,Semester 8
ciit/sp16-bcs-302/isb,Semester 8
ciit/sp16-bcs-305/isb,Semester 8
ciit/sp16-bcs-3070/isb,Semester 8
ciit/sp16-bcs-3093/isb,Semester 8
ciit/sp16-bcs-3115/isb,Semester 8
ciit/sp16-bcs-3123/isb,Semester 8
ciit/sp16-bcs-3155/isb,Semester 9
ciit/sp16-bcs-3187/isb,Semester 8
ciit/sp16-bcs-3317/isb,Semester 9
ciit/sp16-bcs-334/isb,Semester 8
ciit/sp16-bcs-3372/isb,Semester 9
ciit/sp16-bcs-3376/isb,Semester 8
ciit/sp16-bcs-341/isb,Semester 8
ciit/sp16-bcs-3501/isb,Semester 8
ciit/sp16-bcs-3504/isb,Semester 8
ciit/sp16-bcs-3523/isb,Semester 8
ciit/sp16-bcs-3538/isb,Semester 7
ciit/sp16-bcs-3573/isb,Semester 8
ciit/sp16-bcs-3650/isb,Semester 9
ciit/sp16-bcs-3741/isb,Semester 8
ciit/sp16-bcs-409/isb,Semester 9
ciit/sp16-bcs-445/isb,Semester 8
ciit/sp16-bcs-50/isb,Semester 8
ciit/sp16-bcs-52/isb,Semester 8
ciit/sp16-bcs-520/isb,Semester 3
ciit/sp16-bcs-521/isb,Semester 1
ciit/sp16-bcs-543/isb,Semester 1
ciit/sp16-bcs-556/isb,Semester 8
ciit/sp16-bcs-591/isb,Semester 8
ciit/sp16-bcs-601/isb,Semester 8
ciit/sp16-bcs-638/isb,Semester 1
ciit/sp16-bcs-640/isb,Semester 8
ciit/sp16-bcs-648/isb,Semester 3
ciit/sp16-bcs-664/isb,Semester 10
ciit/sp16-bcs-676/isb,Semester 8
ciit/sp16-bcs-688/isb,Semester 8
ciit/sp16-bcs-754/isb,Semester 5
ciit/sp16-bcs-817/isb,Semester 10
ciit/sp16-bcs-818/isb,Semester 8
ciit/sp16-bcs-848/isb,Semester 8
ciit/sp16-bcs-865/isb,Semester 8
ciit/sp16-bcs-885/isb,Semester 6
ciit/sp16-bcs-938/isb,Semester 11
ciit/sp16-bcs-948/isb,Semester 9
ciit/sp16-bcs-95/isb,Semester 12
ciit/sp16-bse-102/isb,Semester 8
ciit/sp16-bse-1040/isb,Semester 8
ciit/sp16-bse-1072/isb,Semester 8
ciit/sp16-bse-109/isb,Semester 1
ciit/sp16-bse-1095/isb,Semester 8
ciit/sp16-bse-114/isb,Semester 9
ciit/sp16-bse-1167/isb,Semester 7
ciit/sp16-bse-1182/isb,Semester 8
ciit/sp16-bse-1210/isb,Semester 8
ciit/sp16-bse-1215/isb,Semester 2
ciit/sp16-bse-1245/isb,Semester 8
ciit/sp16-bse-1256/isb,Semester 8
ciit/sp16-bse-1284/isb,Semester 9
ciit/sp16-bse-1300/isb,Semester 8
ciit/sp16-bse-1319/isb,Semester 8
ciit/sp16-bse-1338/isb,Semester 4
ciit/sp16-bse-1347/isb,Semester 3
ciit/sp16-bse-1367/isb,Semester 3
ciit/sp16-bse-1374/isb,Semester 8
ciit/sp16-bse-1425/isb,Semester 8
ciit/sp16-bse-1544/isb,Semester 8
ciit/sp16-bse-1557/isb,Semester 2
ciit/sp16-bse-1571/isb,Semester 8
ciit/sp16-bse-1580/isb,Semester 8
ciit/sp16-bse-1627/isb,Semester 11
ciit/sp16-bse-1689/isb,Semester 1
ciit/sp16-bse-1696/isb,Semester 10
ciit/sp16-bse-1715/isb,Semester 8
ciit/sp16-bse-1728/isb,Semester 8
ciit/sp16-bse-1741/isb,Semester 9
ciit/sp16-bse-1767/isb,Semester 3
ciit/sp16-bse-1769/isb,Semester 8
ciit/sp16-bse-1840/isb,Semester 8
ciit/sp16-bse-19/isb,Semester 2
ciit/sp16-bse-1910/isb,Semester 4
ciit/sp16-bse-1930/isb,Semester 9
ciit/sp16-bse-1951/isb,Semester 9
ciit/sp16-bse-197/isb,Semester 10
ciit/sp16-bse-2002/isb,Semester 2
ciit/sp16-bse-2003/isb,Semester 4
ciit/sp16-bse-2030/isb,Semester 9
ciit/sp16-bse-2085/isb,Semester 8
ciit/sp16-bse-2105/isb,Semester 1
ciit/sp16-bse-2121/isb,Semester 8
ciit/sp16-bse-2148/isb,Semester 8
ciit/sp16-bse-2188/isb,Semester 8
ciit/sp16-bse-2210/isb,Semester 8
ciit/sp16-bse-2217/isb,Semester 8
ciit/sp16-bse-2263/isb,Semester 8
ciit/sp16-bse-2283/isb,Semester 9
ciit/sp16-bse-2292/isb,Semester 1
ciit/sp16-bse-2299/isb,Semester 8
ciit/sp16-bse-2329/isb,Semester 8
ciit/sp16-bse-2377/isb,Semester 8
ciit/sp16-bse-2426/isb,Semester 8
ciit/sp16-bse-2439/isb,Semester 11
ciit/sp16-bse-2442/isb,Semester 8
ciit/sp16-bse-2466/isb,Semester 2
ciit/sp16-bse-2474/isb,Semester 8
ciit/sp16-bse-2538/isb,Semester 8
ciit/sp16-bse-2547/isb,Semester 8
ciit/sp16-bse-2548/isb,Semester 8
ciit/sp16-bse-2576/isb,Semester 8
ciit/sp16-bse-2607/isb,Semester 9
ciit/sp16-bse-2608/isb,Semester 5
ciit/sp16-bse-2681/isb,Semester 8
ciit/sp16-bse-2700/isb,Semester 8
ciit/sp16-bse-2793/isb,Semester 4
ciit/sp16-bse-2842/isb,Semester 8
ciit/sp16-bse-2856/isb,Semester 8
ciit/sp16-bse-2866/isb,Semester 9
ciit/sp16-bse-2939/isb,Semester 12
ciit/sp16-bse-3009/isb,Semester 8
ciit/sp16-bse-3035/isb,Semester 10
ciit/sp16-bse-3042/isb,Semester 8
ciit/sp16-bse-3077/isb,Semester 9
ciit/sp16-bse-3078/isb,Semester 9
ciit/sp16-bse-3161/isb,Semester 9
ciit/sp16-bse-3180/isb,Semester 8
ciit/sp16-bse-3215/isb,Semester 3
ciit/sp16-bse-3240/isb,Semester 6
ciit/sp16-bse-3269/isb,Semester 10
ciit/sp16-bse-327/isb,Semester 8
ciit/sp16-bse-3280/isb,Semester 9
ciit/sp16-bse-3363/isb,Semester 4
ciit/sp16-bse-339/isb,Semester 2
ciit/sp16-bse-3401/isb,Semester 8
ciit/sp16-bse-3475/isb,Semester 8
ciit/sp16-bse-3480/isb,Semester 8
ciit/sp16-bse-3514/isb,Semester 9
ciit/sp16-bse-3519/isb,Semester 11
ciit/sp16-bse-3529/isb,Semester 8
ciit/sp16-bse-357/isb,Semester 8
ciit/sp16-bse-3610/isb,Semester 9
ciit/sp16-bse-3627/isb,Semester 8
ciit/sp16-bse-366/isb,Semester 1
ciit/sp16-bse-376/isb,Semester 2
ciit/sp16-bse-401/isb,Semester 1
ciit/sp16-bse-403/isb,Semester 8
ciit/sp16-bse-469/isb,Semester 8
ciit/sp16-bse-5/isb,Semester 1
ciit/sp16-bse-506/isb,Semester 1
ciit/sp16-bse-530/isb,Semester 8
ciit/sp16-bse-541/isb,Semester 8
ciit/sp16-bse-56/isb,Semester 1
ciit/sp16-bse-573/isb,Semester 8
ciit/sp16-bse-581/isb,Semester 9
ciit/sp16-bse-590/isb,Semester 8
ciit/sp16-bse-605/isb,Semester 8
ciit/sp16-bse-654/isb,Semester 1
ciit/sp16-bse-744/isb,Semester 8
ciit/sp16-bse-745/isb,Semester 9
ciit/sp16-bse-774/isb,Semester 2
ciit/sp16-bse-793/isb,Semester 8
ciit/sp16-bse-825/isb,Semester 4
ciit/sp16-bse-839/isb,Semester 1
ciit/sp16-bse-869/isb,Semester 8
ciit/sp16-bse-889/isb,Semester 8
ciit/sp16-bse-911/isb,Semester 8
ciit/sp16-bse-952/isb,Semester 8
ciit/sp17-bcs-1017/isb,Semester 10
ciit/sp17-bcs-1019/isb,Semester 1
ciit/sp17-bcs-1050/isb,Semester 8
ciit/sp17-bcs-1059/isb,Semester 8
ciit/sp17-bcs-1104/isb,Semester 8
ciit/sp17-bcs-1140/isb,Semester 8
ciit/sp17-bcs-1150/isb,Semester 4
ciit/sp17-bcs-121/isb,Semester 11
ciit/sp17-bcs-1270/isb,Semester 8
ciit/sp17-bcs-1292/isb,Semester 8
ciit/sp17-bcs-1332/isb,Semester 8
ciit/sp17-bcs-1380/isb,Semester 1
ciit/sp17-bcs-1461/isb,Semester 8
ciit/sp17-bcs-1525/isb,Semester 2
ciit/sp17-bcs-1526/isb,Semester 8
ciit/sp17-bcs-1566/isb,Semester 8
ciit/sp17-bcs-1568/isb,Semester 8
ciit/sp17-bcs-1704/isb,Semester 8
ciit/sp17-bcs-1795/isb,Semester 1
ciit/sp17-bcs-184/isb,Semester 2
ciit/sp17-bcs-1870/isb,Semester 8
ciit/sp17-bcs-1904/isb,Semester 8
ciit/sp17-bcs-1921/isb,Semester 9
ciit/sp17-bcs-1928/isb,Semester 8
ciit/sp17-bcs-1969/isb,Semester 8
ciit/sp17-bcs-2007/isb,Semester 9
ciit/sp17-bcs-2033/isb,Semester 8
ciit/sp17-bcs-2043/isb,Semester 9
ciit/sp17-bcs-2072/isb,Semester 8
ciit/sp17-bcs-2086/isb,Semester 1
ciit/sp17-bcs-2130/isb,Semester 8
ciit/sp17-bcs-2141/isb,Semester 9
ciit/sp17-bcs-2143/isb,Semester 9
ciit/sp17-bcs-2149/isb,Semester 8
ciit/sp17-bcs-2152/isb,Semester 1
ciit/sp17-bcs-2204/isb,Semester 2
ciit/sp17-bcs-2220/isb,Semester 8
ciit/sp17-bcs-2257/isb,Semester 8
ciit/sp17-bcs-2262/isb,Semester 8
ciit/sp17-bcs-2269/isb,Semester 8
ciit/sp17-bcs-2350/isb,Semester 2
ciit/sp17-bcs-2386/isb,Semester 8
ciit/sp17-bcs-2392/isb,Semester 8
ciit/sp17-bcs-2578/isb,Semester 8
ciit/sp17-bcs-2616/isb,Semester 8
ciit/sp17-bcs-2638/isb,Semester 8
ciit/sp17-bcs-2645/isb,Semester 8
ciit/sp17-bcs-2647/isb,Semester 9
ciit/sp17-bcs-2677/isb,Semester 1
ciit/sp17-bcs-2678/isb,Semester 8
ciit/sp17-bcs-2800/isb,Semester 9
ciit/sp17-bcs-2831/isb,Semester 8
ciit/sp17-bcs-285/isb,Semester 8
ciit/sp17-bcs-2889/isb,Semester 3
ciit/sp17-bcs-2890/isb,Semester 8
ciit/sp17-bcs-2926/isb,Semester 8
ciit/sp17-bcs-2944/isb,Semester 11
ciit/sp17-bcs-2967/isb,Semester 8
ciit/sp17-bcs-2977/isb,Semester 8
ciit/sp17-bcs-2987/isb,Semester 1
ciit/sp17-bcs-3002/isb,Semester 8
ciit/sp17-bcs-3023/isb,Semester 8
ciit/sp17-bcs-3096/isb,Semester 8
ciit/sp17-bcs-3211/isb,Semester 2
ciit/sp17-bcs-3224/isb,Semester 1
ciit/sp17-bcs-3268/isb,Semester 8
ciit/sp17-bcs-3288/isb,Semester 1
ciit/sp17-bcs-3300/isb,Semester 1
ciit/sp17-bcs-3301/isb,Semester 2
ciit/sp17-bcs-3341/isb,Semester 1
ciit/sp17-bcs-3400/isb,Semester 9
ciit/sp17-bcs-3426/isb,Semester 1
ciit/sp17-bcs-3485/isb,Semester 1
ciit/sp17-bcs-3492/isb,Semester 1
ciit/sp17-bcs-3522/isb,Semester 8
ciit/sp17-bcs-3524/isb,Semester 9
ciit/sp17-bcs-3567/isb,Semester 8
ciit/sp17-bcs-3570/isb,Semester 8
ciit/sp17-bcs-3574/isb,Semester 8
ciit/sp17-bcs-3578/isb,Semester 8
ciit/sp17-bcs-3591/isb,Semester 8
ciit/sp17-bcs-3622/isb,Semester 8
ciit/sp17-bcs-3629/isb,Semester 9
ciit/sp17-bcs-3652/isb,Semester 1
ciit/sp17-bcs-3722/isb,Semester 9
ciit/sp17-bcs-40/isb,Semester 1
ciit/sp17-bcs-410/isb,Semester 8
ciit/sp17-bcs-452/isb,Semester 8
ciit/sp17-bcs-504/isb,Semester 9
ciit/sp17-bcs-667/isb,Semester 1
ciit/sp17-bcs-716/isb,Semester 1
ciit/sp17-bcs-737/isb,Semester 8
