Registration_number,Gender_id,Domicile_id,Program_id,Session_id,Year_id,Status_id,Merit_rank,Academic_Standing_University,Academic_Standing_Department,Academic_Standing_Batch,PreAdmission_Score,Max_PreAdmission_score,Average_CourseCode_HUM_Gpa,Average_CourseCode_CSC_Gpa,Average_CourseCode_MTH_Gpa,Average_CourseCode_PHY_Gpa,Average_CourseCode_EEE_Gpa,Average_CourseCode_BIO_Gpa,Average_CourseCode_CSE_Gpa,Average_CourseCode_MGT_Gpa,Average_CourseCode_ENV_Gpa,Average_CourseCode_CSD_Gpa,Matric_inter_Improvement_index,Average_CGPA,Matric_Degree_id,Matric_Board_id,Matric_Marks,Max_Matric_Marks,Matric_Percentage,Matric_Rank,Matric_Board_Performance_Avg_Standpoint,Matric_Degree_Performance_Avg_Standpoint,Matric_Domicile_Performance_Avg_Standpoint,Matric_Performance_Avg_Standpoint,Matric_Student_Performance_Score,Inter_Board_id,Inter_Degree_id,Inter_Subject_id,Inter_Marks,Max_Inter_Marks,Inter_Percentage,Inter_Rank,Inter_Board_Performance_Avg_Standpoint,Inter_Degree_Performance_Avg_Standpoint,Inter_Domicile_Performance_Avg_Standpoint,Inter_Subject_Performance_Avg_Standpoint,inter_performance_Avg_Standpoint,Inter_Student_Performance_score,GPA_Semester_1,GPA_Semester_2,GPA_Semester_3,GPA_Semester_4,GPA_Semester_5,GPA_Semester_6,GPA_Semester_7,GPA_Semester_8,GPA_Semester_9,GPA_Semester_10,GPA_Semester_11,GPA_Semester_12
ciit/sp18-bse-1854/isb,1,6,2,8,5,2,2466,14,14,13,NULL,NULL,1.744,0.583,1.22333333333333,NULL,1.32,1.32,0.898333333333333,0,1.32,NULL,-0.13,1.46,1,28,819,1050,0.78,2806,-14.06,-13.67,-18.45,-0.39,3178,28,6,4,744,1100,0.676364,2798,-3.69,-0.95,-4.19,0.94,1.86,3265,1.32,2.38,1.32,1.94,0,1.74,0,1.29,0.21,NULL,NULL,NULL
ciit/sp18-bse-1855/isb,1,7,2,8,5,2,1997,83,85,90,NULL,NULL,3.26142857142857,3.24071428571429,3.2325,NULL,3.21,3.355,3.195,3.34,NULL,NULL,-0.20,3.24,1,28,888,1050,0.845714286,1868,-0.61,-0.29,-0.93,6.3,1987,28,4,8,741,1100,0.673636,2821,-3.96,-6.39,-3.98,-4.16,1.58,3377,3.08,3.36,3.47,3.34,3.15,3.14,3.11,3.24,NULL,NULL,NULL,NULL
ciit/sp18-bse-1874/isb,1,5,2,8,4,2,1749,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,-0.10,NULL,2,27,754,900,0.837777778,2002,12.55,12.26,2.42,5.49,1234,27,1,8,825,1100,0.75,1903,35.44,36.8,7.79,3.6,9.32,111,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-1912/isb,1,7,2,8,5,2,1795,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,-0.08,NULL,1,28,902,1050,0.859047619,1656,2.12,2.42,1.79,7.66,1760,28,6,4,865,1100,0.786364,1366,7.49,10.24,7.45,12.13,13.01,1268,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-1913/isb,2,7,2,8,5,2,2111,50,52,51,NULL,NULL,2.29714285714286,2.96466666666667,2.4175,NULL,2.095,2.65,2.89,1.8,NULL,NULL,-0.23,2.63,1,28,938,1050,0.893333333,924,9.13,9.4,8.77,11.15,1058,28,4,8,753,1100,0.684545,2746,-2.86,-5.28,-2.87,-3.05,2.69,3295,2.39,2.23,1.54,1.8,3.33,3.14,3.25,2.65,3.3,NULL,NULL,NULL
ciit/sp18-bse-1926/isb,1,8,2,8,4,2,2366,55,58,57,NULL,NULL,2.93428571428571,2.90071428571429,2.79,NULL,2.72,2.805,2.94,2.55,NULL,NULL,-0.07,2.87,1,13,645,850,0.758823529,3041,-8.65,-17.98,-10.46,-2.55,3099,13,4,8,387,550,0.703636,2553,3.01,-3.35,0.37,-1.11,4.62,2414,2.89,2.94,2.65,2.55,2.78,2.95,3.25,2.96,NULL,NULL,NULL,NULL
ciit/sp18-bse-1944/isb,1,5,2,8,4,2,2645,46,48,46,NULL,NULL,2.18714285714286,2.62285714285714,2.865,NULL,2.425,1.905,2.89333333333333,2.17,NULL,NULL,-0.28,2.5,1,28,858,1050,0.817142857,2323,-6.46,-6.11,-2.02,3.39,2589,28,4,8,305,520,0.586538,3155,-12.81,-15.22,-8.81,-13,-7.25,3675,2,2.56,1.43,2.17,3.54,2.85,3.04,2.38,NULL,NULL,NULL,NULL
ciit/sp18-bse-1956/isb,2,7,2,8,4,2,3373,81,84,88,NULL,NULL,3.22714285714286,3.13928571428571,3.0575,NULL,3.105,3.265,3.36,3.25,NULL,NULL,-1.00,3.23,2,27,658,900,0.731111111,3227,-14.11,-14.4,-24.25,-5.37,3314,27,1,4,0,1100,0,-1,NULL,NULL,NULL,NULL,NULL,3031,2.96,3.19,2.77,3.25,2.83,3.42,3.62,3.76,NULL,NULL,NULL,NULL
ciit/sp18-bse-1959/isb,1,7,2,8,5,2,2308,26,26,27,NULL,NULL,2.138,2.32333333333333,1.86,NULL,1.86,1.89,1.89,NULL,1.89,NULL,-0.16,2.1,1,28,848,1050,0.807619048,2486,-8.41,-8.05,-8.68,2.42,2845,28,4,8,746,1100,0.678182,2788,-3.5,-5.93,-3.52,-3.69,2.04,3359,1.86,2.54,1.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-1987/isb,1,2,2,8,5,2,2230,16,16,18,NULL,NULL,1.984,1.33333333333333,1.72,NULL,1.17,1.64,1.25,0.71,NULL,NULL,0.09,1.45,1,6,723,1050,0.688571429,3367,-37.31,-32.28,-41.72,-9.7,3659,6,4,8,826,1100,0.750909,1895,0.34,1.45,4.65,3.69,9.42,2042,1.48,2.58,1.64,0.71,0.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-1995/isb,1,7,2,8,4,2,2178,66,68,71,NULL,NULL,2.77428571428571,3.09714285714286,3.02,NULL,2.905,2.675,3.09083333333333,2.94,NULL,NULL,-0.14,3.03,1,22,911,1100,0.828181818,2168,-2.89,-3.86,-4.49,4.52,2499,28,4,8,372,520,0.715385,2436,0.28,-2.16,0.25,0.08,5.81,2427,2.87,2.94,2.9,2.94,3.25,3.33,3.26,2.45,3.3,NULL,NULL,NULL
ciit/sp18-bse-2021/isb,1,7,2,8,5,2,1492,32,32,32,NULL,NULL,2.12142857142857,2.44666666666667,2.52,NULL,1.78,1.66,2.60416666666667,1.48,NULL,NULL,-0.09,2.25,2,27,714,900,0.793333333,2679,1.44,1.15,-11.59,0.97,2517,27,1,8,790,1100,0.718182,2390,32.02,33.39,0.54,0.37,6.1,336,2.08,2.64,1.23,1.48,2.72,3.14,2.74,2.09,2.11,NULL,NULL,NULL
ciit/sp18-bse-2040/isb,1,6,2,8,5,2,2010,45,47,44,NULL,NULL,2.17,2.70214285714286,2.438,NULL,2.41,3.15,2.79416666666667,2.165,NULL,NULL,-0.09,2.62,1,26,934,1100,0.849090909,1826,-2.94,0.39,2.43,6.65,1937,26,4,8,849,1100,0.771818,1578,-5.74,3.56,5.81,5.82,11.54,2067,2.44,1.73,2.73,2.38,3.11,2.91,3,1.95,3.3,NULL,NULL,NULL
ciit/sp18-bse-2047/isb,1,7,2,8,5,2,2232,60,63,63,NULL,NULL,2.70714285714286,2.80285714285714,2.8475,NULL,2.555,2.695,2.90416666666667,2.05,NULL,NULL,-0.15,2.75,1,10,920,1100,0.836363636,2022,-12.66,-2.2,-2.83,5.35,2614,28,4,8,784,1100,0.712727,2465,0.01,-2.43,-0.02,-0.19,5.55,2464,3.06,2.31,2.57,2.05,3.14,2.91,3.11,2.82,NULL,NULL,NULL,NULL
ciit/sp18-bse-2060/isb,1,7,2,8,5,2,2444,22,22,25,NULL,NULL,2.30666666666667,1.97083333333333,2.18,NULL,2.04,1.885,1.86416666666667,1.22,1.71,NULL,0.02,1.89,1,28,707,1050,0.673333333,3399,-35.89,-35.38,-36.01,-11.25,3652,28,6,4,752,1100,0.683636,2752,-2.95,-0.21,-2.97,1.68,2.6,3172,1.88,2.86,1.71,1.22,2.46,2.3,1.36,1.12,2.06,NULL,NULL,NULL
ciit/sp18-bse-2062/isb,1,7,2,8,5,2,2319,22,22,24,NULL,NULL,2.18666666666667,2.08461538461538,2.62,NULL,1.52,1.36,1.765,1.43,1.36,NULL,-0.18,1.89,1,20,874,1100,0.794545455,2669,-25.65,-10.71,-11.34,1.09,3179,20,4,8,720,1100,0.654545,2940,-8.97,-8.32,-5.92,-6.1,-0.35,3517,1.61,2.5,1.36,1.43,2.92,2.44,1.22,1.52,1.98,NULL,NULL,NULL
ciit/sp18-bse-2076/isb,2,7,2,8,4,2,2252,88,90,94,NULL,NULL,2.56,3.31571428571428,2.59,NULL,2.925,2.765,3.06833333333333,2.71,2.41,NULL,-0.11,2.86,1,22,800,1100,0.727272727,3244,-23.9,-24.4,-25.03,-5.76,3484,22,4,8,337,520,0.648077,2973,-9.79,-8.98,-6.57,-6.75,-1.01,3554,1.88,3.09,2.41,2.3,3.34,3.59,3.48,2.51,3.12,NULL,NULL,NULL
ciit/sp18-bse-2083/isb,1,6,2,8,4,2,2121,68,71,74,NULL,NULL,2.55428571428571,2.93466666666667,2.8275,NULL,2.36,2.8,3.102,2.51,NULL,NULL,0.03,2.83,1,28,679,1050,0.646666667,3431,-41.35,-40.81,-58.74,-13.97,3708,28,4,8,348,520,0.669231,2855,-4.41,-6.84,-4.94,-4.6,1.14,3407,2.21,2.42,2.79,2.51,3.06,3.57,3.02,2.81,3.1,NULL,NULL,NULL
ciit/sp18-bse-209/isb,1,7,2,8,5,2,1924,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,-0.16,NULL,1,28,900,1050,0.857142857,1687,1.73,2.03,1.4,7.47,1796,5,4,8,792,1100,0.72,2356,-3.98,-1.69,0.72,0.55,6.28,2520,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-2096/isb,2,7,2,8,4,2,2017,59,62,62,NULL,NULL,2.72571428571429,2.96142857142857,2.78,NULL,2.48,2.995,3.07833333333333,2.77,NULL,NULL,-0.10,2.9,1,28,874,1050,0.832380952,2088,-3.34,-3.01,-3.64,4.94,2461,28,4,8,390,520,0.75,1903,3.79,1.35,3.76,3.6,9.32,1950,2.19,2.81,2.9,2.77,3.35,3.22,2.91,3.09,NULL,NULL,NULL,NULL
ciit/sp18-bse-2097/isb,1,7,2,8,5,2,2104,20,20,23,NULL,NULL,2.198,1.99571428571429,2.2925,NULL,1.88,1.75,1.79636363636364,1.81,NULL,NULL,0.11,1.93,2,15,784,1100,0.712727273,3289,-55.25,-19,-27.99,-7.24,3628,15,4,8,873,1100,0.793636,1270,7.6,5.78,8.19,8.03,13.75,1374,2.05,2.69,1.75,1.81,NULL,2.62,0.77,2,1.71,NULL,NULL,NULL
ciit/sp18-bse-2111/isb,2,7,2,8,5,2,1705,71,73,76,NULL,NULL,2.79,2.91714285714286,2.835,NULL,2.29,2.495,3.2,3.51,NULL,NULL,-0.18,2.84,1,28,910,1050,0.866666667,1501,3.68,3.97,3.34,8.44,1615,28,6,4,781,1100,0.71,2494,-0.27,2.47,-0.29,4.36,5.27,2344,2.42,3.19,1.67,2.16,3.51,3.17,3.25,3.32,NULL,NULL,NULL,NULL
ciit/sp18-bse-2129/isb,1,7,2,8,5,2,2445,76,78,82,NULL,NULL,2.98571428571429,3.21428571428571,3.05,NULL,2.615,3.225,3.25333333333333,2.85,NULL,NULL,-0.15,3.13,1,28,803,1050,0.764761905,2973,-17.18,-16.77,-17.4,-1.94,3260,28,4,8,713,1100,0.648182,2970,-6.55,-8.97,-6.56,-6.74,-1,3513,2.38,3.25,3.26,2.85,3.72,3.14,3.23,3.19,NULL,NULL,NULL,NULL
ciit/sp18-bse-2132/isb,1,7,2,8,5,2,2459,48,50,48,NULL,NULL,2.65714285714286,2.80466666666667,2.85333333333333,NULL,2.34,2.48,2.90416666666667,2.45,NULL,NULL,-0.08,2.76,1,11,705,1100,0.640909091,3438,-51.09,-41.98,-42.61,-14.56,3701,11,6,4,648,1100,0.589091,3152,-15.46,-9.83,-12.55,-7.94,-6.99,3679,2.23,3.23,2.24,2.45,2.88,3.06,3.26,2.72,NULL,NULL,NULL,NULL
ciit/sp18-bse-2170/isb,1,7,2,8,5,2,2305,65,68,71,NULL,NULL,2.68,2.83142857142857,2.655,NULL,2.165,3.13,3.05583333333333,2.31,NULL,NULL,-0.26,2.81,1,28,841,1050,0.800952381,2578,-9.77,-9.4,-10.04,1.74,2916,28,4,8,653,1100,0.593636,3148,-12.09,-14.5,-12.09,-12.28,-6.53,3683,2.02,3.02,2.42,2.31,3,3.27,3.29,3.13,NULL,NULL,NULL,NULL
ciit/sp18-bse-2203/isb,1,8,2,8,2,2,1874,15,15,15,NULL,NULL,1.2325,1.37,1.9,NULL,1.35,NULL,1.02,NULL,NULL,NULL,0.51,1.37,1,13,485,850,0.570588235,3464,-65.19,-56.29,-54.38,-21.72,3726,16,4,8,947,1100,0.860909,416,12.19,12.6,16.81,14.86,20.57,531,1.35,1.9,1.02,1.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-2209/isb,2,7,2,8,5,2,1594,75,78,81,NULL,NULL,3.13285714285714,3.02785714285714,2.9225,NULL,2.925,3.185,3.12416666666667,2.46,NULL,NULL,0.13,3.05,1,11,804,1050,0.765714286,2967,-20.87,-16.58,-17.21,-1.85,3302,11,4,8,949,1100,0.862727,395,12.39,12.78,15.19,15.05,20.75,563,2.68,3.39,2.95,2.46,3.17,3.14,3.16,3.42,NULL,NULL,NULL,NULL
ciit/sp18-bse-2219/isb,1,6,2,8,4,2,2258,28,28,29,NULL,NULL,2.45,2.45,2.45,NULL,2.45,NULL,NULL,NULL,NULL,NULL,-0.05,2.45,1,26,962,1100,0.874545455,1337,29,5.57,10.13,9.24,655,26,4,8,459,550,0.834545,726,39.96,9.92,12.38,12.19,17.9,210,2.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-2227/isb,2,7,2,8,5,2,2388,80,83,87,NULL,NULL,3.25714285714286,3.20428571428571,3.21,NULL,2.98,3.11,3.24583333333333,2.79,NULL,NULL,-0.10,3.2,1,28,848,1050,0.807619048,2486,-8.41,-8.05,-8.68,2.42,2847,28,4,8,797,1100,0.724545,2300,1.21,-1.23,1.18,1.01,6.74,2318,3.17,3.45,2.88,2.79,3.43,3.22,3.36,3.34,NULL,NULL,NULL,NULL
ciit/sp18-bse-2345/isb,2,1,2,8,4,2,2383,60,63,63,NULL,NULL,2.69571428571429,2.98142857142857,2.7625,NULL,2.455,2.94,3.1875,2.65,NULL,NULL,-0.06,2.93,1,28,783,1050,0.745714286,3146,-21.08,-20.65,-20.13,-3.88,3391,28,4,4,359,510,0.703922,2549,-0.89,-3.32,-1.26,3.74,4.65,3107,2.26,2.64,2.69,2.65,3.5,3.28,3.23,3.19,NULL,NULL,NULL,NULL
ciit/sp18-bse-2347/isb,1,5,2,8,4,2,2382,71,73,76,NULL,NULL,3.17285714285714,3.07357142857143,3.16,NULL,3.085,2.875,3.09833333333333,2.62,NULL,NULL,-0.17,3.09,1,28,852,1050,0.811428571,2425,-7.63,-7.27,-3.24,2.81,2679,28,4,8,351,520,0.675,2810,-3.83,-6.25,0.17,-4.02,1.72,3288,3.55,3.19,2.77,2.62,3.06,3.28,3.29,2.98,NULL,NULL,NULL,NULL
ciit/sp18-bse-2363/isb,1,6,2,8,5,2,1580,45,47,44,NULL,NULL,2.62857142857143,2.665,2.6775,NULL,2.41,2.325,2.675,1.96,NULL,NULL,0.11,2.57,1,3,804,1100,0.730909091,3228,-49.95,-23.66,-33.28,-5.39,3640,3,4,8,891,1100,0.81,1053,8.82,7.44,9.81,9.69,15.41,1181,2.86,2.94,2.5,1.96,2.95,3.05,2.4,2.15,2.3,NULL,NULL,NULL
ciit/sp18-bse-239/isb,2,7,2,8,4,2,2472,61,64,66,NULL,NULL,2.82714285714286,2.885,2.8325,NULL,2.61,2.94,2.95916666666667,2.73,NULL,NULL,-0.09,2.87,1,22,847,1100,0.77,2923,-15,-15.7,-16.34,-1.41,3193,22,4,8,365,520,0.701923,2564,-4.25,-3.52,-1.11,-1.28,4.45,3199,2.49,2.89,2.73,2.73,3.22,3.26,2.51,3.15,NULL,NULL,NULL,NULL
ciit/sp18-bse-24/isb,1,1,2,8,5,2,1963,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0.02,NULL,1,4,805,1100,0.731818182,3219,-44.6,-23.48,-23.02,-5.3,3569,4,6,4,820,1100,0.745455,1971,-2.98,6.08,3.31,7.97,8.86,2062,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-2410/isb,1,7,2,8,5,2,496,73,76,80,NULL,NULL,3.38285714285714,3.085,3.3375,NULL,3.165,2.935,2.89166666666667,2.83,NULL,NULL,-0.04,3.1,1,5,952,1100,0.865454545,1530,3.77,3.72,3.09,8.31,1621,5,4,8,915,1100,0.831818,755,7.68,9.65,12.06,11.91,17.62,992,3.64,3.81,2.96,2.83,3.07,2.88,2.69,2.91,NULL,NULL,NULL,NULL
ciit/sp18-bse-2446/isb,2,7,2,8,4,2,1394,11,11,9,NULL,NULL,1.75666666666667,0.716666666666667,0.78,1.56,0,NULL,NULL,NULL,NULL,NULL,-0.20,1.85,1,28,856,1050,0.815238095,2356,-6.85,-6.5,-7.13,3.2,2716,28,4,8,716,1100,0.650909,2956,-6.27,-8.69,-6.28,-6.47,-0.72,3496,1.56,2.15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-2453/isb,2,7,2,8,4,2,2646,76,78,82,NULL,NULL,3.02571428571429,3.23142857142857,3.04,NULL,2.68,3.165,3.26916666666667,2.74,NULL,NULL,-0.01,3.12,1,5,832,1100,0.756363636,3058,-26.46,-18.48,-19.11,-2.8,3399,5,4,8,389,520,0.748077,1943,-1.05,1.16,3.57,3.4,9.13,2162,2.62,3.13,2.98,2.74,3.67,3.22,3.27,3.35,NULL,NULL,NULL,NULL
ciit/sp18-bse-2472/isb,1,7,2,8,4,2,2342,22,22,24,NULL,NULL,1.63428571428571,2.6675,1.85666666666667,NULL,1.96,1.23,1.765,0.67,2.46,NULL,-0.12,2.22,1,11,886,1100,0.805454545,2529,-11.25,-8.49,-9.12,2.2,2907,11,4,8,369,520,0.709615,2500,-3.19,-2.74,-0.33,-0.5,5.23,3115,1.87,2.62,2.46,0.67,2.05,3.03,2.82,0,NULL,NULL,NULL,NULL
ciit/sp18-bse-2483/isb,2,7,2,8,3,2,1276,94,95,97,NULL,NULL,3.47428571428571,3.41692307692308,3.4525,NULL,3.075,3.61,3.60461538461538,3.16,NULL,NULL,-0.05,3.45,1,22,953,1050,0.907619048,658,13.65,12.3,11.67,12.61,754,22,4,NULL,472,550,0.858182,440,11.81,12.32,14.73,NULL,20.29,618,2.99,3.56,3.22,3.16,3.62,3.47,3.61,4,NULL,NULL,NULL,NULL
ciit/sp18-bse-2515/isb,1,1,2,8,5,2,2034,41,42,40,NULL,NULL,2.50571428571429,2.58285714285714,2.865,NULL,1.81,2.38,2.52583333333333,1.18,NULL,NULL,-0.16,2.42,1,28,882,1050,0.84,1961,-1.78,-1.46,-0.5,5.72,2043,28,4,8,779,1100,0.708182,2514,-0.45,-2.89,-0.79,-0.65,5.08,2532,2.44,3,1.9,1.18,2.91,2.8,2.75,2.38,NULL,NULL,NULL,NULL
ciit/sp18-bse-2535/isb,1,6,2,8,5,2,2238,46,48,46,NULL,NULL,2.38333333333333,2.52928571428571,2.7925,NULL,1.99,2.26,2.58666666666667,1.995,NULL,NULL,-0.14,2.46,1,26,902,1100,0.82,2284,-39.44,-5.53,-6.36,3.68,3185,26,4,8,773,1100,0.702727,2560,-56.07,-3.44,-1.43,-1.2,4.53,3713,1.67,3.22,2.14,2.31,2.86,2.95,2.5,1.68,2.84,NULL,NULL,NULL
ciit/sp18-bse-256/isb,1,7,2,8,5,2,1387,69,71,75,NULL,NULL,3.19857142857143,3.07857142857143,3.1425,NULL,2.8,3.07,2.99166666666667,2.6,NULL,NULL,-0.04,3.06,1,11,871,1100,0.791818182,2695,-14.55,-11.26,-11.89,0.81,3061,11,4,8,833,1100,0.757273,1784,1.66,2.09,4.5,4.34,10.06,1945,3,3.57,3.03,2.6,3.4,2.94,2.81,3.11,NULL,NULL,NULL,NULL
ciit/sp18-bse-2562/isb,1,5,2,8,5,2,1445,61,64,66,NULL,NULL,2.68428571428571,2.85214285714286,2.7475,NULL,2.385,2.48,3.12666666666667,2.39,NULL,NULL,-0.20,2.81,1,28,812,1050,0.773333333,2890,-15.43,-15.03,-11.44,-1.07,3133,28,4,8,679,1100,0.617273,3100,-9.69,-12.1,-5.69,-9.88,-4.13,3604,2.38,2.89,2.01,2.39,3.23,3.33,3.31,2.95,NULL,NULL,NULL,NULL
ciit/sp18-bse-26/isb,1,6,2,8,5,2,2365,33,33,33,NULL,NULL,1.92857142857143,2.13,2.865,NULL,2.555,1.27,2.551,1.02,NULL,NULL,-0.15,2.1,1,17,894,1100,0.812727273,2399,-36.67,-7.01,-8.55,2.94,3206,28,4,4,380,550,0.690909,2683,-2.21,-4.64,-2.67,2.42,3.33,3246,2.11,2.54,0.88,1.02,3,3.19,2.42,1.66,0,NULL,NULL,NULL
ciit/sp18-bse-2631/isb,2,5,2,8,5,2,2069,79,82,86,NULL,NULL,3.17,3.27714285714286,3.105,NULL,2.68,3.315,3.22166666666667,2.65,NULL,NULL,-0.10,3.18,1,28,910,1050,0.866666667,1501,3.68,3.97,8.64,8.44,1456,28,4,8,862,1100,0.783636,1393,7.21,4.76,11.21,7.02,12.73,1341,2.71,3.49,3.47,2.65,3.57,3.17,3.19,3.16,NULL,NULL,NULL,NULL
ciit/sp18-bse-2654/isb,1,7,2,8,5,2,2493,90,92,95,NULL,NULL,3.25857142857143,3.37714285714286,3.3675,NULL,2.975,3.56,3.52666666666667,3.25,NULL,NULL,-0.16,3.37,1,11,816,1100,0.741818182,3168,-26.66,-21.44,-22.07,-4.28,3455,28,6,4,687,1100,0.624545,3077,-8.95,-6.23,-8.96,-4.33,-3.39,3561,2.7,3.32,3.47,3.25,3.38,3.52,3.66,3.65,NULL,NULL,NULL,NULL
ciit/sp18-bse-2665/isb,1,7,2,8,4,2,1855,47,49,47,NULL,NULL,2.78714285714286,2.80642857142857,2.8375,NULL,2.85,2.56,2.8975,2.44,NULL,NULL,-0.04,2.79,1,8,892,1100,0.810909091,2435,-14.73,-7.38,-8.01,2.76,2915,24,4,8,405,520,0.778846,1471,4.41,4.28,6.69,6.53,12.25,1626,2.93,2.88,2.35,2.44,3.1,3.14,2.72,2.77,NULL,NULL,NULL,NULL
ciit/sp18-bse-2669/isb,1,6,2,8,5,2,2149,61,64,66,NULL,NULL,2.91,3.00928571428571,3.03,NULL,2.7,2.795,2.9475,2.82,NULL,NULL,-0.14,2.94,1,28,844,1050,0.803809524,2542,-9.19,-8.82,-11.25,2.03,2913,28,4,8,757,1100,0.688182,2721,-2.49,-4.91,-2.95,-2.68,3.06,3275,2.58,3.39,2.75,2.82,3.33,3.06,2.76,2.84,NULL,NULL,NULL,NULL
ciit/sp18-bse-2726/isb,1,7,2,8,4,2,2647,36,36,35,NULL,NULL,2.28428571428571,2.62428571428571,2.655,NULL,1.82,2.785,2.17909090909091,2.45,NULL,NULL,0.01,2.41,1,22,772,1100,0.701818182,3324,-29.2,-29.58,-30.21,-8.35,3575,22,4,8,370,520,0.711538,2484,-3.26,-2.55,-0.14,-0.31,5.42,3102,2.12,2.93,1.25,2.45,2.68,3.06,2.58,1.52,3.12,NULL,NULL,NULL
ciit/sp18-bse-2736/isb,1,7,2,8,4,2,2579,72,75,79,NULL,NULL,2.97,3.03,2.915,NULL,2.625,3.095,3.2225,2.87,NULL,NULL,-0.12,3.04,1,28,848,1050,0.807619048,2486,-8.41,-8.05,-8.68,2.42,2846,28,4,8,370,520,0.711538,2484,-0.11,-2.55,-0.14,-0.31,5.42,2481,2.38,3.13,2.61,2.87,3.28,3.28,3.21,3.58,NULL,NULL,NULL,NULL
ciit/sp18-bse-2761/isb,1,7,2,8,3,2,3374,20,19,21,NULL,NULL,2.142,1.29461538461538,2.035,NULL,2.345,2.57,1.467,2.61,NULL,NULL,-1.00,1.9,2,27,657,900,0.73,3231,-14.39,-14.68,-24.48,-5.48,3324,27,1,8,0,1100,0,-1,NULL,NULL,NULL,NULL,NULL,3032,2.64,1.43,2.57,0,2.61,2.05,1.73,0.26,0,NULL,NULL,NULL
ciit/sp18-bse-2763/isb,1,4,2,8,5,2,1787,60,63,63,NULL,NULL,2.72285714285714,2.87357142857143,2.995,NULL,2.375,2.805,3.02666666666667,2.67,NULL,NULL,-0.09,2.84,1,1,833,1100,0.757272727,3048,3.14,-18.29,-6.59,-2.71,2878,1,4,8,758,1100,0.689091,2708,-0.83,-4.82,-2.18,-2.59,3.15,3203,2.08,3.08,2.48,2.67,3.05,3.18,3.09,3.13,NULL,NULL,NULL,NULL
ciit/sp18-bse-2815/isb,1,7,2,8,5,2,2226,98,99,99,NULL,NULL,3.74285714285714,3.72928571428571,3.74,NULL,3.74,3.79,3.7325,3.85,NULL,NULL,-0.01,3.74,1,8,708,1050,0.674285714,3397,-55.35,-35.18,-35.82,-11.16,3688,8,4,8,734,1100,0.667273,2870,-5.26,-7.03,-4.63,-4.8,0.94,3421,3.63,3.76,3.74,3.85,3.72,3.8,3.56,3.84,NULL,NULL,NULL,NULL
ciit/sp18-bse-2817/isb,1,6,2,8,4,2,2664,85,88,92,NULL,NULL,3.15714285714286,3.30857142857143,3.12,NULL,3.01,3.25,3.39833333333333,3.06,NULL,NULL,0.03,3.27,1,28,744,1050,0.708571429,3307,-28.68,-28.21,-40.03,-7.67,3606,28,6,4,806,1100,0.732727,2172,2.04,4.78,1.72,6.67,7.57,2029,2.96,3.26,3.34,3.06,3.2,3.57,3.65,3.16,NULL,NULL,NULL,NULL
ciit/sp18-bse-282/isb,1,7,2,8,7,2,1979,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,-0.24,NULL,1,28,985,1050,0.938095238,217,18.29,18.51,17.88,15.71,314,28,4,8,788,1100,0.716364,2416,0.38,-2.06,0.35,0.18,5.91,2415,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/sp18-bse-2871/isb,1,7,2,8,5,2,2500,40,41,38,NULL,NULL,2.51142857142857,2.69266666666667,2.7625,NULL,2.335,2.105,2.41,2.35,NULL,NULL,-0.18,2.56,1,22,766,1100,0.696363636,3349,-30.33,-30.69,-31.32,-8.91,3590,28,4,8,629,1100,0.571818,3172,-14.31,-16.71,-14.3,-14.5,-8.74,3708,2.32,3.18,1.84,2.35,2.92,3,2.52,2.37,0,NULL,NULL,NULL
